Name,Start_Date,Last_Report_Date,Size_Acres,Cost,Year,Duration_Days,Start_Month,Start_Year,Start_Day,Start_Weekday,Last_Year,GACC_EB,GACC_GB,GACC_NO,GACC_NW,GACC_NW/WB,GACC_RM,GACC_SA,GACC_SO,GACC_SW,GACC_Unknown,GACC_WB,State_AZ,State_CA,State_CO,State_FL,State_GA,State_ID,State_KS,State_MN,State_MT,State_NC,State_NE,State_NM,State_NV,State_OK,State_OR,State_OR/NV,State_SD,State_TX,State_UT,State_WA,State_WY,Cause_L,Cause_N,Cause_U,Cause_Unknown
"Dalton Highway
Complex",2022-07-01,2022-08-04,91679.0,6971097.0,2022.0,34,7,2022,1,4,2022,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Pike Creek,2022-06-08,2022-07-29,88108.0,76037.0,2022.0,51,6,2022,8,2,2022,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Swift River,2022-06-08,2022-06-12,85073.0,7925100.0,2022.0,4,6,2022,8,2,2022,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Apoon Pass,2022-06-09,2022-06-30,84138.0,7925100.0,2022.0,21,6,2022,9,3,2022,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Mosquito,2022-09-06,2022-10-23,76788.0,181100000.0,2022.0,47,9,2022,6,1,2022,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Clear,2022-06-21,2022-09-08,73284.0,2363465.0,2022.0,79,6,2022,21,1,2022,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Bitzshitini,2022-06-19,2022-06-23,71266.0,216545.0,2022.0,4,6,2022,19,6,2022,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Camp Creek,2022-06-27,2022-06-27,69006.0,45000.0,2022.0,0,6,2022,27,0,2022,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Donut,2022-06-21,2022-06-23,68348.0,45000.0,2022.0,2,6,2022,21,1,2022,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
"Middle Tanana
Complex",2022-07-03,2022-09-08,62861.0,3434457.0,2022.0,67,7,2022,3,6,2022,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
North Fork,2022-06-21,2022-07-21,60750.0,7925100.0,2022.0,30,6,2022,21,1,2022,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
McKinney,2022-07-29,2022-11-07,60138.0,96580000.0,2022.0,101,7,2022,29,4,2022,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Cooks Peak,2022-04-17,2022-05-31,59359.0,12500000.0,2022.0,44,4,2022,17,6,2022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Lansing Creek,2022-06-21,2022-07-21,56371.0,7925100.0,2022.0,30,6,2022,21,1,2022,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Eastland Complex,2022-03-17,2022-04-06,54513.0,7.0,2022.0,20,3,2022,17,3,2022,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Door Creek,2022-06-13,2022-06-13,54006.0,7925100.0,2022.0,0,6,2022,13,0,2022,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Schilling Creek,2022-06-17,2022-07-21,53526.0,50000.0,2022.0,34,6,2022,17,4,2022,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Titnuk Creek,2022-06-09,2022-06-11,53291.0,7925100.0,2022.0,2,6,2022,9,3,2022,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Borrega,2022-03-30,2022-04-04,51566.0,7925100.0,2022.0,5,3,2022,30,2,2022,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
"Fourth of July
Creek",2022-06-08,2022-07-22,51146.0,70912.0,2022.0,44,6,2022,8,2,2022,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Radio Creek,2022-06-21,2022-07-27,45801.0,75000.0,2022.0,36,6,2022,21,1,2022,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Kiknik,2022-06-09,2022-06-11,45734.0,3033.0,2022.0,2,6,2022,9,3,2022,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Cerro Pelado,2022-04-22,2022-07-11,45605.0,46800000.0,2022.0,80,4,2022,22,4,2022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Long Butte,2010-08-21,2010-09-03,306113.0,4225000.0,2010.0,13,8,2010,21,5,2010,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Toklat,2010-05-16,2010-06-04,171727.0,2109186.0,2010.0,19,5,2010,16,6,2010,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Jefferson,2010-07-13,2010-07-17,109436.0,700819.0,2010.0,4,7,2010,13,1,2010,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Turquoise Lake,2010-05-18,2010-09-07,91885.0,317515.0,2010.0,112,5,2010,18,1,2010,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Big Mountain,2010-06-02,2010-09-02,83746.0,7925100.0,2010.0,92,6,2010,2,2,2010,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Pat Creek,2010-06-25,2010-12-30,72692.0,11622393.0,2010.0,188,6,2010,25,4,2010,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Lone Mountain,2010-05-29,2010-12-22,51996.0,10044.0,2010.0,207,5,2010,29,5,2010,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Twitchell Canyon,2010-07-20,2010-11-18,44892.0,17363000.0,2010.0,121,7,2010,20,1,2010,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
Bull Creek,2010-05-31,2010-06-25,41911.0,7925100.0,2010.0,25,5,2010,31,0,2010,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anderson Creek,2016-03-23,2016-04-04,367740.0,1750000.0,2016.0,12,3,2016,23,2,2016,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Pioneer,2016-07-18,2016-10-27,188404.0,90000000.0,2016.0,101,7,2016,18,0,2016,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Range 12,2016-07-30,2016-08-08,176600.0,1700000.0,2016.0,9,7,2016,30,5,2016,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
Soberanes,2016-07-22,2016-10-23,132127.0,262500000.0,2016.0,93,7,2016,22,4,2016,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hot Pot,2016-07-02,2016-07-10,122292.0,3402259.0,2016.0,8,7,2016,2,5,2016,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Alatna Complex,2016-06-28,2016-07-24,113157.0,1040018.0,2016.0,26,6,2016,28,1,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Virginia Mountains Complex,2016-07-29,2016-08-06,59727.0,8000200.0,2016.0,8,7,2016,29,4,2016,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
Dulbi Flats,2016-06-26,2016-08-26,58138.0,7925100.0,2016.0,61,6,2016,26,6,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
350 Complex,2016-05-05,2016-05-15,57167.0,900000.0,2016.0,10,5,2016,5,3,2016,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Henrys Creek,2016-08-21,2016-08-31,52972.0,4320000.0,2016.0,10,8,2016,21,6,2016,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Erskine,2016-06-23,2016-07-07,48019.0,23000000.0,2016.0,14,6,2016,23,3,2016,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Chimney,2016-08-13,2016-09-05,46344.0,78300000.0,2016.0,23,8,2016,13,5,2016,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Cedar,2016-06-15,2016-07-28,45977.0,14000000.0,2016.0,43,6,2016,15,2,2016,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Maple,2016-08-08,2016-10-27,45516.0,6267928.0,2016.0,80,8,2016,8,0,2016,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
Crutch Complex,2016-03-24,2016-03-24,44696.0,7925100.0,2016.0,0,3,2016,24,3,2016,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Big Mud,2016-06-01,2016-06-19,42641.0,59268.0,2016.0,18,6,2016,1,2,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
North,2016-05-21,2016-07-14,42102.0,4800000.0,2016.0,54,5,2016,21,5,2016,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Rail,2016-07-31,2016-09-29,41706.0,34900000.0,2016.0,60,7,2016,31,6,2016,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
Cottonwood CA,2016-10-16,2016-10-18,41360.0,170000.0,2016.0,2,10,2016,16,6,2016,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Long Draw,2012-07-08,2012-07-30,557628.0,4360000.0,2012.0,22,7,2012,8,6,2012,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
Holloway,2012-08-05,2012-08-23,460850.0,9166719.0,2012.0,18,8,2012,5,6,2012,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
Mustang Complex,2012-07-30,2012-10-18,341488.0,38323413.0,2012.0,80,7,2012,30,0,2012,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Rush,2012-08-12,2012-09-04,315577.0,15170000.0,2012.0,23,8,2012,12,6,2012,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Whitewater-Baldy,2012-05-16,2012-07-31,297845.0,23000000.0,2012.0,76,5,2012,16,2,2012,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Ash Creek,2012-06-25,2012-07-11,249562.0,7500000.0,2012.0,16,6,2012,25,0,2012,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Kinyon Road,2012-07-07,2012-07-19,210874.0,1625000.0,2012.0,12,7,2012,7,5,2012,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Halstead,2012-07-27,2012-10-18,181948.0,26413932.0,2012.0,83,7,2012,27,4,2012,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Rosebud Creek Complex,2012-08-01,2012-08-16,171444.0,9000000.0,2012.0,15,8,2012,1,2,2012,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Miller Homestead,2012-07-08,2012-09-21,160853.0,6000000.0,2012.0,75,7,2012,8,6,2012,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
Trinity Ridge,2012-08-03,2012-10-18,146832.0,41228912.0,2012.0,76,8,2012,3,4,2012,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Flat Top 2,2012-08-05,2012-08-13,140954.0,600000.0,2012.0,8,8,2012,5,6,2012,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Chalky,2012-08-01,2012-08-03,131000.0,50000.0,2012.0,2,8,2012,1,2,2012,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Clay Springs,2012-06-27,2012-07-24,107847.0,6659000.0,2012.0,27,6,2012,27,2,2012,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
Arapaho,2012-06-27,2012-07-16,98115.0,13100000.0,2012.0,19,6,2012,27,2,2012,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
Minidoka Complex,2012-08-08,2012-08-23,97616.0,5801271.0,2012.0,15,8,2012,8,2,2012,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Barry Point,2012-08-06,2012-09-17,93071.0,23247235.0,2012.0,42,8,2012,6,0,2012,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
High Park,2012-06-09,2012-07-11,87284.0,38400000.0,2012.0,32,6,2012,9,5,2012,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Region 23 Complex,2012-08-28,2012-09-09,86201.0,5300000.0,2012.0,12,8,2012,28,1,2012,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Sarpy Hills Complex,2012-07-31,2012-08-09,82000.0,4120000.0,2012.0,9,7,2012,31,1,2012,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Barker Canyon Complex,2012-09-08,2012-09-15,81155.0,2290268.0,2012.0,7,9,2012,8,5,2012,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
Wellnitz,2012-08-29,2012-09-06,77683.0,1300000.0,2012.0,8,8,2012,29,2,2012,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Region 24 Complex,2012-07-20,2012-07-29,76242.0,3251141.0,2012.0,9,7,2012,20,4,2012,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
"Southeastern Montana
Complex",2012-07-03,2012-07-11,75501.0,5105000.0,2012.0,8,7,2012,3,1,2012,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Chips,2012-07-29,2012-09-08,75431.0,53300000.0,2012.0,41,7,2012,29,6,2012,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Cache Creek,2012-08-20,2012-10-23,73697.0,11250000.0,2012.0,64,8,2012,20,0,2012,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
Powell SBW Complex,2012-07-20,2012-11-05,67611.0,4882375.0,2012.0,108,7,2012,20,4,2012,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Fontenelle,2012-06-24,2012-10-18,65220.0,12650000.0,2012.0,116,6,2012,24,6,2012,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
Oil Creek,2012-06-29,2012-07-09,62318.0,5282964.0,2012.0,10,6,2012,29,4,2012,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
Lost,2012-08-05,2012-08-12,61541.0,3700000.0,2012.0,7,8,2012,5,6,2012,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Freedom Hill,2012-08-03,2012-08-20,58500.0,200000.0,2012.0,17,8,2012,3,4,2012,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Wenatchee Complex,2012-09-09,2012-10-30,56478.0,32394876.0,2012.0,51,9,2012,9,6,2012,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
Bull Run Complex,2012-08-09,2012-08-19,51366.0,4816272.0,2012.0,10,8,2012,9,3,2012,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
Jacks,2012-07-09,2012-07-20,50816.0,300000.0,2012.0,11,7,2012,9,0,2012,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Keith County Complex,2012-08-02,2012-08-05,50000.0,20000.0,2012.0,3,8,2012,2,3,2012,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Uvgoon Creek #1,2012-07-03,2012-11-06,49305.0,189325.0,2012.0,126,7,2012,3,1,2012,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Sheep,2012-09-06,2012-11-06,48626.0,18000000.0,2012.0,61,9,2012,6,3,2012,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Seeley,2012-06-26,2012-08-17,48050.0,8699000.0,2012.0,52,6,2012,26,1,2012,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
Wood Hollow,2012-06-23,2012-07-19,47387.0,5787095.0,2012.0,26,6,2012,23,5,2012,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
Dry Creek,2012-06-23,2012-11-15,47154.0,15000.0,2012.0,145,6,2012,23,5,2012,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Bagley,2012-08-18,2012-09-22,46011.0,37063416.0,2012.0,35,8,2012,18,5,2012,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Alpine Lake,2012-08-09,2012-10-25,45877.0,3850000.0,2012.0,77,8,2012,9,3,2012,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
Last Chance,2012-06-25,2012-06-26,45000.0,10000.0,2012.0,1,6,2012,25,0,2012,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Little Bear,2012-06-04,2012-07-02,44330.0,19404877.0,2012.0,28,6,2012,4,0,2012,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Longhorn Complex,2012-07-19,2012-07-30,43639.0,4600000.0,2012.0,11,7,2012,19,3,2012,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
McGuire Complex,2012-08-27,2012-10-29,43621.0,24741628.0,2012.0,63,8,2012,27,0,2012,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Dallas Canyon,2012-07-27,2012-08-03,43610.0,1854802.0,2012.0,7,7,2012,27,4,2012,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
Willow,2012-08-05,2012-08-19,43271.0,3000000.0,2012.0,14,8,2012,5,6,2012,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
Table Mountain,2012-09-08,2012-10-19,42312.0,195000.0,2012.0,41,9,2012,8,5,2012,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
North Pass,2012-08-18,2012-09-17,41983.0,30493184.0,2012.0,30,8,2012,18,5,2012,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Delphia,2012-08-24,2012-09-01,40653.0,2450000.0,2012.0,8,8,2012,24,4,2012,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
August Complex,2020-08-17,2020-11-11,1032648.0,115511218.0,2020.0,86,8,2020,17,0,2020,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"SCU Lightning
Complex",2020-08-16,2020-09-14,396624.0,69412351.0,2020.0,29,8,2020,16,6,2020,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
SHF Elkhorn,2020-08-29,2020-09-09,391493.0,7925100.0,2020.0,11,8,2020,29,5,2020,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Creek,2020-09-04,2020-12-17,379895.0,193000000.0,2020.0,104,9,2020,4,4,2020,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"LNU Lightning
Complex",2020-08-17,2020-10-01,363220.0,94646381.0,2020.0,45,8,2020,17,0,2020,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
North Complex,2020-08-17,2020-12-02,318935.0,112711950.0,2020.0,107,8,2020,17,0,2020,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Pearl Hill,2020-09-07,2020-09-15,223730.0,4241353.0,2020.0,8,9,2020,7,0,2020,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
Cameron Peak,2020-08-13,2020-12-04,208913.0,133300000.0,2020.0,113,8,2020,13,3,2020,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Lionshead,2020-08-16,2020-11-12,204469.0,65440000.0,2020.0,88,8,2020,16,6,2020,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
