Name,Start_Date,Last_Report_Date,Size_Acres,Cost,Year,Duration_Days,Start_Month,Start_Year,Start_Day,Start_Weekday,Last_Year,GACC_EB,GACC_GB,GACC_NO,GACC_NW,GACC_NW/WB,GACC_RM,GACC_SA,GACC_SO,GACC_SW,GACC_Unknown,GACC_WB,State_AZ,State_CA,State_CO,State_FL,State_GA,State_ID,State_KS,State_MN,State_MT,State_NC,State_NE,State_NM,State_NV,State_OK,State_OR,State_OR/NV,State_SD,State_TX,State_UT,State_WA,State_WY,Cause_L,Cause_N,Cause_U,Cause_Unknown
East Troublesome,2020-10-14,2020-11-25,193812.0,15682681.0,2020.0,42,10,2020,14,2,2020,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
Beachie Creek,2020-08-16,2020-10-28,193573.0,29838526.0,2020.0,73,8,2020,16,6,2020,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
Bush,2020-06-13,2020-07-03,193455.0,11642634.0,2020.0,20,6,2020,13,5,2020,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cold Springs,2020-09-06,2020-09-19,189923.0,3917998.0,2020.0,13,9,2020,6,6,2020,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
Mullen,2020-09-17,2020-12-10,176878.0,42400000.0,2020.0,84,9,2020,17,3,2020,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
Castle,2020-08-19,2020-08-24,174178.0,7925100.0,2020.0,5,8,2020,19,2,2020,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
SQF Complex,2020-08-24,2020-12-17,174178.0,7925100.0,2020.0,115,8,2020,24,0,2020,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Holiday Farm,2020-09-07,2020-10-27,173393.0,29100932.0,2020.0,50,9,2020,7,0,2020,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
Slater,2020-09-08,2020-11-15,157270.0,55043900.0,2020.0,68,9,2020,8,1,2020,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Red Salmon
Complex",2020-07-28,2020-11-16,144698.0,7925100.0,2020.0,111,7,2020,28,1,2020,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
"August Complex
West Zone",2020-09-10,2020-10-14,140944.0,115300000.0,2020.0,34,9,2020,10,3,2020,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Pine Gulch,2020-07-31,2020-09-22,139007.0,35000000.0,2020.0,53,7,2020,31,4,2020,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Riverside,2020-09-08,2020-11-26,138054.0,20482000.0,2020.0,79,9,2020,8,1,2020,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Archie Creek,2020-09-08,2020-11-26,131542.0,40000000.0,2020.0,79,9,2020,8,1,2020,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
Whitney,2020-09-07,2020-09-15,127430.0,3300000.0,2020.0,8,9,2020,7,0,2020,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
Dolan,2020-08-18,2020-12-24,124924.0,74000000.0,2020.0,128,8,2020,18,1,2020,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Bighorn,2020-06-05,2020-07-22,119978.0,44463612.0,2020.0,47,6,2020,5,4,2020,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Bobcat,2020-09-06,2020-11-27,115997.0,100000000.0,2020.0,82,9,2020,6,6,2020,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Woodhead,2020-09-07,2020-10-22,96614.0,11230000.0,2020.0,45,9,2020,7,0,2020,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Badger,2020-09-12,2020-10-10,90143.0,15800000.0,2020.0,28,9,2020,12,5,2020,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
East Fork,2020-08-21,2020-11-19,90000.0,23523403.0,2020.0,90,8,2020,21,4,2020,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
"CZU August
Lightning",2020-08-16,2020-09-21,86509.0,55900466.0,2020.0,36,8,2020,16,6,2020,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
W-5 Cold Springs,2020-08-18,2020-09-13,84817.0,10300000.0,2020.0,26,8,2020,18,1,2020,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
July Complex,2020-07-22,2020-08-18,83261.0,35000000.0,2020.0,27,7,2020,22,2,2020,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Caldwall,2020-07-22,2020-07-24,80859.0,34500000.0,2020.0,2,7,2020,22,2,2020,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Mendocino Complex,2018-07-27,2018-09-18,459123.0,220000000.0,2018.0,53,7,2018,27,4,2018,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Martin,2018-07-05,2018-07-21,435569.0,10000000.0,2018.0,16,7,2018,5,3,2018,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Rhea,2018-04-12,2018-04-26,286196.0,3800000.0,2018.0,14,4,2018,12,3,2018,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
South Sugarloaf,2018-08-17,2018-10-10,233458.0,20000000.0,2018.0,54,8,2018,17,4,2018,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
Carr,2018-07-23,2018-08-30,229651.0,162289294.0,2018.0,38,7,2018,23,0,2018,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Klondike,2018-07-15,2018-11-28,175258.0,104500000.0,2018.0,136,7,2018,15,6,2018,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
Camp,2018-11-08,2018-11-25,153336.0,120000000.0,2018.0,17,11,2018,8,3,2018,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Goose Creek,2018-07-26,2018-08-10,132220.0,7850000.0,2018.0,15,7,2018,26,3,2018,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Spring Creek,2018-06-27,2018-09-06,108045.0,35000000.0,2018.0,71,6,2018,27,2,2018,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pole Creek,2018-09-06,2018-10-08,102191.0,29100000.0,2018.0,32,9,2018,6,3,2018,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
Boxcar,2018-06-21,2018-07-03,100207.0,3500000.0,2018.0,12,6,2018,21,3,2018,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
Grassy Ridge,2018-07-26,2018-08-15,99502.0,3000000.0,2018.0,20,7,2018,26,3,2018,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Woolsey,2018-11-08,2018-11-27,96949.0,56943320.0,2018.0,19,11,2018,8,3,2018,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Ferguson,2018-07-13,2018-08-23,96901.0,150000000.0,2018.0,41,7,2018,13,4,2018,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
County,2018-06-30,2018-07-14,90288.0,47000000.0,2018.0,14,6,2018,30,5,2018,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Avian Complex,2018-05-01,2018-05-29,82461.0,10781364.0,2018.0,28,5,2018,1,1,2018,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Substation,2018-07-17,2018-08-02,78425.0,4200000.0,2018.0,16,7,2018,17,1,2018,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Grass Valley,2018-08-11,2018-08-15,75573.0,875000.0,2018.0,4,8,2018,11,5,2018,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
Mallard,2018-05-08,2018-05-20,75530.0,7925100.0,2018.0,12,5,2018,8,1,2018,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Boylston,2018-07-19,2018-07-23,71200.0,995000.0,2018.0,4,7,2018,19,3,2018,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
Dollar Ridge,2018-07-01,2018-08-29,70003.0,22000000.0,2018.0,59,7,2018,1,6,2018,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
Zitziana River,2018-06-04,2018-09-07,69332.0,2440527.0,2018.0,95,6,2018,4,0,2018,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Sharps,2018-07-29,2018-09-13,64853.0,9500000.0,2018.0,46,7,2018,29,6,2018,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Delta,2018-09-05,2018-10-07,63311.0,64429020.0,2018.0,32,9,2018,5,2,2018,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Smith River Complex,2023-08-16,2023-11-15,95107.0,7925100.0,2023.0,91,8,2023,16,2,2023,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
York,2023-07-28,2023-08-19,93078.0,7925100.0,2023.0,22,7,2023,28,4,2023,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Newell Road,2023-07-21,2023-07-30,60551.0,7925100.0,2023.0,9,7,2023,21,4,2023,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
Pass,2023-05-21,2023-08-31,59833.0,7925100.0,2023.0,102,5,2023,21,6,2023,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Anderson Complex,2023-07-29,2023-08-24,58933.0,7925100.0,2023.0,26,7,2023,29,5,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Delta,2023-07-25,2023-08-31,57395.0,7925100.0,2023.0,37,7,2023,25,1,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Clear Creek Complex,2023-07-27,2023-08-17,52966.0,7925100.0,2023.0,21,7,2023,27,3,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
"2023 SRF Lightning
Complex",2023-08-17,2023-10-24,50198.0,7925100.0,2023.0,68,8,2023,17,3,2023,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Pogo Mine Road,2023-07-25,2023-08-23,48792.0,7925100.0,2023.0,29,7,2023,25,1,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Cooksley,2023-04-18,2023-04-18,40000.0,7925100.0,2023.0,0,4,2023,18,1,2023,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Tanana Area Fires,2015-06-19,2015-08-06,498043.0,14049552.0,2015.0,48,6,2015,19,4,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Ruby Area Fires,2015-07-02,2015-08-04,421613.0,2845925.0,2015.0,33,7,2015,2,3,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Soda,2015-08-10,2015-08-23,285361.0,6250000.0,2015.0,13,8,2015,10,0,2015,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Sushgitit Hills,2015-06-21,2015-08-15,270747.0,51000.0,2015.0,55,6,2015,21,6,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
North Star,2015-08-13,2015-11-30,218138.0,45000000.0,2015.0,109,8,2015,13,3,2015,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Holtnakatna,2015-06-22,2015-07-06,198133.0,7925100.0,2015.0,14,6,2015,22,0,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Aniak Complex,2015-07-04,2015-07-19,157783.0,6492120.0,2015.0,15,7,2015,4,5,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Rough,2015-07-31,2015-10-12,151623.0,120930243.0,2015.0,73,7,2015,31,4,2015,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Okanogan Complex,2015-08-14,2015-09-29,145282.0,7925100.0,2015.0,46,8,2015,14,4,2015,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
Rock,2015-06-19,2015-08-15,142637.0,1694868.0,2015.0,57,6,2015,19,4,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Isahultila,2015-06-21,2015-08-15,128617.0,10000.0,2015.0,55,6,2015,21,6,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Sea,2015-06-19,2015-08-08,111193.0,7000.0,2015.0,50,6,2015,19,4,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Canyon Creek Complex,2015-08-12,2015-10-29,110261.0,31453602.0,2015.0,78,8,2015,12,2,2015,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
Big Mud River 1,2015-06-21,2015-08-08,103170.0,5000.0,2015.0,48,6,2015,21,6,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Cornet-Windy Ridge,2015-08-11,2015-10-27,102089.0,6010000.0,2015.0,77,8,2015,11,1,2015,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
Iditarod River,2015-06-20,2015-07-25,98183.0,282298.0,2015.0,35,6,2015,20,5,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Blazo,2015-06-19,2015-07-07,96644.0,7925100.0,2015.0,18,6,2015,19,4,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Tepee Springs,2015-08-12,2015-10-19,95709.0,31540000.0,2015.0,68,8,2015,12,2,2015,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Munsatli 2,2015-07-04,2015-08-02,95679.0,6000.0,2015.0,29,7,2015,4,5,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
"Selway/Elk City/Red River
Complex",2015-08-17,2015-10-29,94921.0,16000000.0,2015.0,73,8,2015,17,0,2015,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Chelan Complex,2015-08-14,2015-09-20,88985.0,10000000.0,2015.0,37,8,2015,14,4,2015,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
"Clearwater/Municipal/Motorway
North Complex",2015-08-10,2015-09-08,83243.0,41527637.0,2015.0,29,8,2015,10,0,2015,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Grizzly Bear Complex,2015-08-13,2015-10-30,83148.0,20968610.0,2015.0,78,8,2015,13,3,2015,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
Torment Creek,2015-06-20,2015-08-04,81468.0,7000.0,2015.0,45,6,2015,20,5,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
River Complex,2015-07-30,2015-09-25,77081.0,32678783.0,2015.0,57,7,2015,30,3,2015,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Kettle Complex,2015-08-11,2015-09-27,76512.0,7925100.0,2015.0,47,8,2015,11,1,2015,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
Valley,2015-09-12,2015-10-05,76067.0,56220000.0,2015.0,23,9,2015,12,5,2015,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Wolverine,2015-06-29,2015-10-03,72123.0,35000000.0,2015.0,96,6,2015,29,0,2015,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
Butte,2015-09-09,2015-09-30,70868.0,74720784.0,2015.0,21,9,2015,9,2,2015,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Rocky,2015-07-29,2015-08-14,69438.0,46100000.0,2015.0,16,7,2015,29,2,2015,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Bear Creek,2015-08-12,2015-10-22,69435.0,3300000.0,2015.0,71,8,2015,12,2,2015,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Kutokbuna Lake,2015-06-21,2015-07-02,68320.0,82167.0,2015.0,11,6,2015,21,6,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
County Line 2,2015-08-12,2015-08-31,67207.0,16400000.0,2015.0,19,8,2015,12,2,2015,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
Three Day,2015-06-19,2015-07-07,66703.0,7925100.0,2015.0,18,6,2015,19,4,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Lloyd,2015-06-24,2015-08-14,66267.0,603744.0,2015.0,51,6,2015,24,2,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Carpenter Road,2015-08-14,2015-12-16,63972.0,22650000.0,2015.0,124,8,2015,14,4,2015,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
West Fork,2015-06-19,2015-07-25,58335.0,4000.0,2015.0,36,6,2015,19,4,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Dulbi River,2015-06-19,2015-06-25,56687.0,7925100.0,2015.0,6,6,2015,19,4,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Tobatokh,2015-06-22,2015-07-01,54036.0,2000.0,2015.0,9,6,2015,22,0,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Family Peak Complex,2015-08-13,2015-10-17,53890.0,4205000.0,2015.0,65,8,2015,13,3,2015,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Cougar Creek,2015-08-10,2015-10-17,53534.0,23500000.0,2015.0,68,8,2015,10,0,2015,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
Hardpac Creek,2015-06-21,2015-08-03,50482.0,3000.0,2015.0,43,6,2015,21,6,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Bendire Complex,2015-08-11,2015-09-15,49628.0,4820000.0,2015.0,35,8,2015,11,1,2015,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
Chitanana River,2015-06-21,2015-07-11,49540.0,1000.0,2015.0,20,6,2015,21,6,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Can Creek,2015-06-01,2015-07-17,48729.0,18945.0,2015.0,46,6,2015,1,0,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Glacier,2015-06-23,2015-07-28,47333.0,4000.0,2015.0,35,6,2015,23,1,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Dixie,2021-07-13,2021-10-23,963309.0,30000000.0,2021.0,102,7,2021,13,1,2021,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Bootleg,2021-07-06,2021-08-13,413717.0,100900000.0,2021.0,38,7,2021,6,1,2021,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
Monument,2021-07-31,2021-10-25,223124.0,163739291.0,2021.0,86,7,2021,31,5,2021,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Caldor,2021-08-14,2021-10-20,221835.0,271147512.0,2021.0,67,8,2021,14,5,2021,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
River Complex,2021-07-30,2021-10-24,199359.0,95340595.0,2021.0,86,7,2021,30,4,2021,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Telegraph,2021-06-04,2021-07-02,180757.0,36400000.0,2021.0,28,6,2021,4,4,2021,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
